DistrictCode,StateName,DistrictName,Population,Male,Female,Literate,LiterateMale,LiterateFemale,Worker,WorkerMale,WorkerFemale,MainWorker,MarginWorker,NonWorker,CultivatorWorker,AgriculturalWorker,HouseholdWorker,OtherWorkers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,OthersReligion,ReligionNotStated,LPGoPNGHousehold,HousholdsWithElectricLighting,HouseholdsWithInternet,HouseholdsWithComputer,Household,RuralHousehold,UrbanHousehold,BelowPrimaryEducation,PrimaryEducation,MiddleEducation,SecondaryEducation,HigherEducation,GraduateEducation,OtherEducation,Literate,Illiterate,AgeGroup0_29,AgeGroup30_49,AgeGroup_50,AgeNotStated,HouseholdWithBicycle,HouseholdWith4Wheeler,HouseholdWith2Wheeler,OwnedHousehold,RentedHousehold
352,JHARKHAND,Sahibganj,1150567,589391,561176,483263,287303,195960,490202,295690,194512,322572,167630,660365,109975,206902,43179,130146,628044,398243,83208,198,245,125,38426,2078,11545,34879,591,9563,260993,223450,37543,146399,171416,110822,52248,28087,19832,2593,531397,637296,745027,261849,137727,5964,95511,1285,10359,217420,4553
353,JHARKHAND,Pakur,900422,452661,447761,352881,206989,145892,404584,234012,170572,252017,152567,495838,105334,150028,19471,129751,410127,322963,75865,356,283,222,88760,1846,5316,31414,328,4535,217175,200588,16587,100367,133770,79045,29934,15700,9822,1525,370163,548434,587976,206826,104418,1202,102037,923,9725,175835,2847
354,JHARKHAND,Dhanbad,2684487,1405956,1278531,1722204,1014950,707254,844504,658851,185653,546714,297790,1839983,97118,103488,25889,618009,2149480,431762,11243,9727,331,1268,77182,3494,83995,427173,11568,46646,664219,258764,405455,317918,501453,449506,305054,186697,107382,14615,1882625,662522,1634835,648876,356445,44331,283681,18631,131398,359496,76629
355,JHARKHAND,Bokaro,2062330,1072807,989523,1273520,759088,514432,685368,507677,177691,380304,305064,1376962,137521,126406,21671,399770,1636460,241451,13730,4174,1890,2045,160524,2056,67157,274726,9754,37997,508764,250312,258452,242467,338861,342646,232434,154076,116396,21157,1448037,595924,1261238,510375,282115,8602,247231,21098,108998,292464,67373
356,JHARKHAND,Lohardaga,461790,232629,229161,259707,149568,110139,221332,121605,99727,103001,118331,240458,99780,80840,4449,36263,112378,95012,16770,51,33,15,235987,1544,8016,28769,351,2954,111484,96759,14725,82873,84920,63545,38503,21987,13847,976,306651,188323,298844,100340,62244,362,66235,1102,10065,87210,2967
357,JHARKHAND,Purbi Singhbhum,2293919,1176902,1117017,1507699,856526,651173,837167,616249,220918,529578,307589,1456752,112059,209802,21438,493868,1550178,203999,30172,38544,892,1670,465367,3097,159644,382507,22042,63985,604663,262537,342126,202047,346644,369670,278853,162210,157688,25048,1542160,525916,1292595,632314,368148,862,302921,32092,147472,354878,100298
358,JHARKHAND,Palamu,1939869,1006302,933567,1024563,621706,402857,713175,473042,240133,283702,429473,1226694,133585,380976,19911,178703,1683169,238295,6164,734,188,284,5681,5354,17270,68238,2155,19981,407904,355529,52375,303053,296937,231565,160964,100290,63595,7117,1163521,803424,1244572,425668,268387,1242,159105,8015,29434,346286,6419
359,JHARKHAND,Latehar,726978,369666,357312,350682,209706,140976,313379,180106,133273,117311,196068,413599,103693,142729,9205,57752,473049,69808,47653,120,128,16,133525,2679,2177,38194,340,6240,160514,146377,14137,109491,121529,88787,46142,23885,13956,1017,404807,349277,484084,152720,89870,304,63127,1268,8012,127924,3721
360,JHARKHAND,Hazaribagh,1734495,890881,843614,1013249,596113,417136,654636,423472,231164,327316,327320,1079859,242460,172385,16150,223641,1397227,281247,17137,1312,71,1676,34154,1671,23057,176888,3532,18181,381748,312983,68765,253962,322344,255576,173378,99945,79898,6512,1191615,613774,1107452,396466,230033,544,168989,9803,51617,282797,12287
361,JHARKHAND,Ramgarh,949443,494230,455213,596497,350031,246466,312125,234202,77923,221112,91013,637318,90770,46815,8336,166204,774251,129037,7260,5093,69,537,32378,818,24095,149265,2876,12021,252625,134067,118558,115199,138748,134324,101381,70249,47207,5397,612505,292062,594747,230525,123794,377,95218,7418,43672,133185,28185
362,JHARKHAND,Dumka,1321442,668514,652928,672409,406275,266134,624779,367108,257671,237479,387300,696663,193402,303084,23106,105187,1044726,106865,86404,234,267,162,78622,4162,11836,62110,1193,10396,326978,303697,23281,229157,229259,149009,69525,38383,25593,2697,743623,601078,799323,324226,196164,1729,175375,2912,23058,267228,3967
363,JHARKHAND,Jamtara,791042,404830,386212,426312,258260,168052,326631,214740,111891,122434,204197,464411,106008,135667,11547,73409,550560,164406,4419,520,118,783,68564,1672,5564,49419,808,4959,185668,165555,20113,131150,132014,85745,40613,22995,14802,1578,428897,366012,480895,189889,116810,3448,116861,1632,16906,145904,3164
364,JHARKHAND,Ranchi,2914253,1494937,1419316,1911433,1085244,826189,1142867,743967,398900,756176,386691,1771386,317487,267360,38452,519568,1612239,410759,193974,4826,932,2733,677445,11345,164237,350908,22538,76565,730982,420740,310242,361522,547583,495515,370847,247237,195181,28424,2246309,613855,1742293,725938,409166,36856,344888,34053,141089,461581,79680
365,JHARKHAND,Khunti,531885,266335,265550,284575,164741,119834,259984,141123,118861,153087,106897,271901,166290,49448,9245,35001,138863,13122,136438,69,245,148,241292,1708,3779,29157,417,4747,135719,123245,12474,64029,89730,89924,48591,20689,10130,537,323630,177856,327152,125649,78736,348,70981,1016,7844,97138,4499
366,JHARKHAND,Gumla,1025213,514390,510823,559720,321795,237925,487508,264774,222734,278931,208577,537705,321272,97918,12771,55547,309563,51429,202449,221,531,23,457468,3529,9108,31687,831,7807,233074,216629,16445,136719,242580,182260,82114,45613,23742,2913,715941,322119,643579,225871,155452,311,130700,2181,16146,179247,7713
367,JHARKHAND,Simdega,599578,300309,299269,343483,191991,151492,288645,159867,128778,155510,133135,310933,158019,90232,8011,32383,201524,15103,306601,51,753,114,73930,1502,3472,16865,423,4649,155283,144169,11114,82317,130068,97580,47836,24842,13674,1197,397514,191341,357859,143560,97817,342,86022,1158,9742,111052,4279
368,JHARKHAND,Pashchimi Singhbhum,1502338,749385,752953,727561,439273,288288,694863,392690,302173,343008,351855,807475,244172,267475,24825,158391,423937,38103,87587,946,389,52,945864,5460,19441,121955,1959,12472,400324,336928,63396,290007,461276,202752,79516,35824,10743,574,1080692,279016,960987,353305,187635,411,180400,3704,31568,272450,20582
369,JHARKHAND,Saraikela-Kharsawan,1065056,544411,520645,612993,365332,247661,430051,283281,146770,228598,201453,635005,116731,142966,10251,160103,709016,63588,8113,1114,187,72,280469,2497,26118,138131,2606,12081,285687,217248,68439,134506,259984,177763,106348,49944,29840,1443,759828,228943,634975,265892,161542,2647,156146,4584,36326,194779,18752
370,ORISSA,Bargarh,1481255,749161,732094,983783,557217,426566,762092,473305,288787,474390,287702,719163,216413,360650,48145,136884,1459065,7527,11744,652,161,125,44,1937,16880,166909,2401,12343,458961,411566,47395,205253,310784,247014,147217,58840,49238,8133,1026479,442733,787033,410005,282422,1795,273955,4546,48055,345546,17089
371,ORISSA,Jharsuguda,579505,296690,282815,405879,228092,177787,247707,172018,75689,172069,75638,331798,40867,56809,15836,134195,553587,12783,10462,1441,80,70,67,1015,18950,81433,2498,7555,177186,103224,73962,69122,101541,103622,70928,32909,22010,7932,408064,143508,320156,159477,98555,1317,102328,3966,32916,107762,21243
372,ORISSA,Sambalpur,1041099,526877,514222,703691,393192,310499,505840,313161,192679,336854,168986,535259,86800,160798,59288,198954,964188,20120,50637,2506,310,86,1117,2135,33612,126498,5231,14521,315495,220697,94798,133005,185289,171876,108455,50705,45828,13071,708229,282248,565700,286575,186726,2098,176565,5946,47662,212516,27844
373,ORISSA,Debagarh,312520,158230,154290,197819,112649,85170,165435,92384,73051,83408,82027,147085,42660,82490,8087,32198,296001,704,14518,53,102,7,409,726,2236,22453,825,3247,98758,91408,7350,47615,58231,54088,27415,13420,9041,1729,211539,108811,176062,81789,53989,680,40025,1033,7347,72737,2254
374,ORISSA,Sundargarh,2093437,1061147,1032290,1342322,750147,592175,873227,584687,288540,535112,338115,1220210,184273,253327,26970,408657,1532352,71391,385011,5713,710,721,89986,7553,77581,223537,12787,35024,618062,387911,230151,208100,350349,335380,243386,120373,94710,36590,1388888,660465,1188918,573238,324436,6845,341323,14641,102703,356607,73640
375,ORISSA,Kendujhar,1801733,906487,895246,1052518,605119,447399,766514,498077,268437,442497,324017,1035219,198044,310075,21314,237081,1752694,27752,9141,2177,209,131,7372,2257,30240,121830,2622,13167,574298,490634,83664,214518,287402,289350,158035,70059,57762,13918,1091044,700661,1038890,472908,282751,7184,232920,7608,57029,370506,22947
376,ORISSA,Mayurbhanj,2519738,1256213,1263525,1369397,794171,575226,1223534,697782,525752,548390,675144,1296204,238772,568755,113808,302199,2113079,33706,15008,661,162,109,351714,5299,29031,140189,2950,17999,753589,689110,64479,283489,390037,385216,214921,92060,72847,17415,1455985,1094844,1449729,650135,414076,5798,418435,6279,62502,559038,17104
377,ORISSA,Baleshwar,2320529,1185787,1134742,1621232,902359,718873,932707,684020,248687,618064,314643,1387822,288818,358214,28736,256939,2197709,94254,6434,237,111,201,18345,3238,36478,296834,7370,28289,683594,601154,82440,342192,470502,416510,267354,112392,105962,27493,1742405,628627,1303828,622575,390611,3515,365510,8591,75401,502635,15734
378,ORISSA,Bhadrak,1506337,760260,746077,1094140,596269,497871,468599,409559,59040,328097,140502,1037738,155956,151377,14451,146815,1398543,104202,745,169,81,111,61,2425,15864,164636,2637,15609,428106,373862,54244,210736,391081,297270,177013,71815,67536,17449,1232900,323145,848660,393629,260486,3562,184434,3670,34791,296688,8307
379,ORISSA,Kendrapara,1440361,717814,722547,1089265,579970,509295,466890,386382,80508,322265,144625,973471,149264,143864,16544,157218,1386792,50247,1423,169,62,52,24,1592,15879,173107,1628,11836,438243,414749,23494,218444,357621,298557,203472,76449,75926,12507,1242976,294723,771284,374559,290894,3624,189402,2686,37980,318778,5112
380,ORISSA,Jagatsinghapur,1136971,577865,559106,889027,481049,407978,403649,325589,78060,290170,113479,733322,111320,110323,16357,165649,1086140,46929,1604,206,74,58,63,1897,20225,139646,3199,13312,352732,309685,43047,151737,251767,251332,185671,72703,70602,14001,997813,209984,577896,317148,238753,3174,170536,4349,44412,241991,12473
381,ORISSA,Cuttack,2624470,1352760,1271710,2011469,1103033,908436,936365,761876,174489,696274,240091,1688105,138698,248298,51809,497560,2457729,141263,11985,1026,6276,1180,168,4843,103177,349587,15046,40589,790297,579529,210768,289414,545514,513039,328319,159456,181601,45279,2062622,472182,1372301,743090,499895,9184,391982,15494,132934,494043,58873
382,ORISSA,Jajapur,1827192,926034,901158,1290455,706396,584059,552234,486091,66143,407564,144670,1274958,120881,186021,20938,224394,1725595,93642,1623,470,58,100,3073,2631,25969,192249,3831,17922,541139,495611,45528,261077,433653,330016,223657,96963,87623,19271,1452260,460953,1010147,479392,332706,4947,246283,5921,54436,388099,12454
383,ORISSA,Dhenkanal,1192811,612593,580218,829910,464093,365817,435533,340552,94981,277338,158195,757278,71230,163636,17312,183355,1185542,4805,727,124,366,39,139,1069,19846,117172,1810,10600,352369,315390,36979,188872,238599,193395,132002,53162,43064,10903,859997,341887,641697,326233,222398,2483,159449,3533,36224,263641,9666
384,ORISSA,Anugul,1273821,655718,618103,869456,494425,375031,526520,360947,165573,317547,208973,747301,107607,172414,35069,211430,1258684,7512,3383,812,226,36,971,2197,27099,131916,5564,15658,414587,340410,74177,180523,265782,204235,129226,58029,45588,16602,899985,347851,708493,347521,213517,4290,185886,9449,58323,261580,24147
385,ORISSA,Nayagarh,962789,502636,460153,688362,392333,296029,343633,284591,59042,229076,114557,619156,83022,120129,17557,122925,955754,5278,383,107,33,24,12,1198,11159,124984,1163,8278,288334,261646,26688,174904,227102,177180,90089,36951,33148,5685,745059,232558,502136,262086,196994,1573,141578,2270,24290,219723,7144
386,ORISSA,Khordha,2251673,1167137,1084536,1749936,957515,792421,792193,645880,146313,632625,159568,1459480,92662,116274,39471,543786,2147632,84060,12527,1264,475,476,434,4805,160277,349860,35701,75588,688729,331834,356895,276378,445785,436534,295099,177974,247498,66645,1945913,371244,1199521,653346,391701,7105,325139,33514,165342,361364,102422
387,ORISSA,Puri,1698730,865380,833350,1291939,704857,587082,621676,498461,123215,450536,171140,1077054,172761,163942,25115,259858,1644905,46094,4239,193,243,94,302,2660,33331,201605,3416,16006,474224,402014,72210,251520,413605,364098,179086,84374,87000,15511,1395194,309790,888134,477430,328666,4500,244309,4693,57033,343935,17603
388,ORISSA,Ganjam,3529031,1779218,1749813,2210050,1262652,947398,1501772,990027,511745,900744,601028,2027259,284943,565448,56274,595107,3486059,13315,23975,590,174,170,76,4672,120191,405298,9049,41059,1015394,795476,219918,518072,767140,508511,297490,121151,97147,31266,2340777,1055331,1980232,924756,613249,10794,369914,9066,100866,672524,74534
389,ORISSA,Gajapati,577817,282882,294935,262537,153663,108874,293933,155907,138026,170371,123562,283884,65062,153199,5370,70302,353160,1556,219482,53,2180,66,4,1316,12035,63112,635,5523,175145,152095,23050,68405,76419,54787,36977,17084,12556,1882,268110,335821,345387,144043,85072,3315,28704,656,8521,119272,7161
390,ORISSA,Kandhamal,733110,359945,373165,399786,233900,165886,355349,193515,161834,167112,188237,377761,79221,162932,11946,101250,580300,2138,148895,82,290,47,23,1335,6938,28736,768,6609,242935,218446,24489,108606,145604,108773,48856,21351,14962,2462,450614,287948,436625,177471,117777,1237,66979,1278,11947,156795,9613
391,ORISSA,Baudh,441162,221625,219537,271612,158648,112964,219457,125627,93830,123724,95733,221705,63657,104685,11674,39441,438152,1007,522,24,5,11,7,1434,3105,19191,245,3430,137954,131377,6577,74205,98316,67549,30799,12500,8124,1683,293176,146392,253467,111571,75046,1078,76760,755,7778,101458,2371
392,ORISSA,Subarnapur,610183,311312,298871,398421,230393,168028,286661,181595,105066,170218,116443,323522,74005,139413,18756,54487,605225,1566,2374,58,46,17,6,891,5168,50028,708,4289,193502,176927,16575,86120,139994,105846,65368,25556,16745,4881,444510,167244,341561,153760,113450,1412,110604,1332,14201,142764,3769
393,ORISSA,Balangir,1648997,830097,818900,927260,545672,381588,720601,469956,250645,402227,318374,928396,166565,326416,28650,198970,1618175,7811,16271,565,467,2225,141,3342,21268,123446,3286,17274,538962,476770,62192,240180,298288,226728,116297,54694,42401,6810,985398,721389,904026,430011,310876,4084,296141,4629,43512,404252,15465
394,ORISSA,Nuapada,610382,301962,308420,299383,180903,118480,305438,168155,137283,151694,153744,304944,94692,149834,8641,52271,601092,4952,1778,724,76,905,22,833,6414,43976,757,4221,209127,197258,11869,64389,114394,73787,51886,19577,10131,4316,338480,316086,344075,152681,112325,1301,107595,1346,12482,152129,3851
395,ORISSA,Kalahandi,1576869,787101,789768,802036,484177,317859,751930,447290,304640,376757,375173,824939,144991,436733,18453,151753,1555367,4975,11160,796,175,1225,220,2951,17610,91171,1953,12622,494748,456336,38412,213426,225468,172905,94044,40383,27385,6840,780451,765368,880160,415778,275533,5398,226852,3547,34156,382053,10876
396,ORISSA,Rayagada,967911,471960,495951,407735,241959,165776,467122,258032,209090,227815,239307,500789,99265,248175,9959,109723,874445,4607,84916,219,249,123,44,3308,24924,61543,1553,9166,286548,237343,49205,84956,97387,73210,46001,21439,17681,6306,346980,583140,577569,245766,140825,3751,80566,2090,19440,201492,17683
